album_release_date,album_release_year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,disc_number,duration_ms,explicit,is_local,track_name,track_number,album_name,key_name,mode_name,key_mode
2023-05-24,2008,0.1291,0.252,15,-70.9293,0,0.07891,0.211999,0.020017,6.570174,2795,true,true,Swift Circuit,1,Golden Horizon,B,mixolydian major,Bmin
2022-04-06,2014,0.5854,0.718,16,-23.3542,0,0.9664,0.176866,0.352981,1.846618,5133,true,true,Rapid Runway,18,Starlight Symphony,C,mixolydian major,Bb major
2024-04-10,2003,0.1681,0.814,3,-80.8142,1,0.77785,0.784105,0.312537,1.828971,7166,true,true,Swift Circuit,4,Moonlit Melodies,B,dorian minor,Bmaj7
2024-02-28,2010,0.5219,0.483,14,-89.7189,1,0.44225,0.013159,0.251395,4.36885,2204,true,true,Rapid Runway,17,Moonlit Melodies,C,aeolian minor,Bb major
2024-03-27,2006,0.4048,0.425,5,-39.3512,0,0.16366,0.351547,0.872061,8.872811,6267,true,true,Swift Circuit,12,Golden Horizon,B,dorian minor,Bmaj7
2022-02-01,2015,0.7171,0.493,1,-13.3857,1,0.5363,0.491846,0.398482,6.926494,9299,false,false,Rapid Runway,3,Crystal Waters,D,dorian minor,Bb major
2024-04-07,2010,0.5892,0.401,12,-7.6214,1,0.34158,0.429542,0.166303,9.580972,4154,false,false,Fast Track,14,Moonlit Melodies,D,aeolian minor,Bmaj
2022-04-22,2012,0.6224,0.755,3,-70.458,0,0.50416,0.074217,0.898438,0.936377,7435,true,true,Rapid Runway,13,Moonlit Melodies,D,mixolydian major,Bmaj7
2023-09-01,2006,0.4936,0.227,9,-10.0579,0,0.01896,0.184173,0.303401,4.92408,2729,false,true,Rapid Runway,3,Velvet Twilight,D,locrian minor,B# major
2022-09-13,2015,0.7447,0.748,12,-58.1851,1,0.41093,0.256274,0.142163,3.910626,8100,false,false,Swift Circuit,19,Moonlit Melodies,C,locrian minor,Bmaj7
2023-02-19,2002,0.9147,0.888,20,-91.9135,1,0.28494,0.62283,0.498877,2.736462,6221,true,false,Fast Track,8,Moonlit Melodies,A,aeolian minor,Bm
2021-02-17,2011,0.1264,0.538,12,-67.3059,0,0.35883,0.214508,0.307049,7.643914,6709,true,false,Fast Track,7,Midnight Serenade,C,dorian minor,Bmaj7
2023-08-09,2016,0.0875,0.759,12,-14.1126,1,0.82484,0.987725,0.275916,6.760427,8138,false,false,Quick Path,4,Sunset Dreams,B,lydian major,B major
2020-12-29,2016,0.4969,0.073,10,-73.334,0,0.05887,0.154499,0.785814,4.341244,8821,true,true,Rapid Runway,1,Crystal Waters,A,dorian minor,Bmin
2020-12-27,2007,0.3558,0.526,13,-40.9187,1,0.49989,0.432347,0.845911,6.258601,966,false,true,Fast Track,11,Golden Horizon,A,aeolian minor,Bmaj7
2022-03-18,2016,0.2698,0.233,17,-85.5957,0,0.00297,0.859636,0.544397,1.007413,535,true,true,Quick Path,12,Midnight Serenade,A,harmonic minor,Bmaj7
2023-11-24,2003,0.2201,0.958,5,-14.3217,0,0.09264,0.733228,0.87297,8.338795,3965,true,true,Swift Circuit,7,Starlight Symphony,C,dorian minor,B minor
2023-10-01,2020,0.5684,0.994,10,-70.8877,1,0.33935,0.351965,0.086491,8.745146,1738,true,false,Fast Track,3,Velvet Twilight,C,locrian minor,Bmaj
2022-01-07,2013,0.487,0.737,8,-78.0262,0,0.71161,0.525706,0.665221,2.028761,3404,false,false,Quick Path,1,Velvet Twilight,A,aeolian minor,Bmaj7
2021-04-10,2021,0.0723,0.338,15,-20.8783,1,0.19246,0.671653,0.127932,5.282009,6211,true,true,Quick Path,20,Crystal Waters,A,phrygian minor,Bmaj7
2022-01-05,2000,0.0523,0.615,13,-80.3835,0,0.31363,0.282389,0.700836,8.992712,7234,false,false,Quick Path,2,Crystal Waters,C,lydian major,Bmaj
2023-01-27,2017,0.0398,0.757,1,-19.9489,1,0.02222,0.61031,0.262168,3.705099,2272,true,true,Speedy Lane,18,Moonlit Melodies,D,pentatonic major,Bmin
2023-04-27,2020,0.7576,0.844,18,-77.9147,0,0.57426,0.878327,0.730673,3.560081,9980,true,true,Swift Circuit,8,Electric Pulse,A,mixolydian major,Bm
2022-01-16,1999,0.6488,0.615,4,-12.0763,0,0.16548,0.626012,0.558601,1.700301,8224,false,false,Rapid Runway,10,Wildfire Echoes,D,mixolydian major,B minor
2021-07-28,2015,0.7522,0.473,12,-67.4607,1,0.33166,0.932121,0.354175,2.542445,5929,false,true,Fast Track,2,Sunset Dreams,C,locrian minor,B minor
2021-10-21,2015,0.9371,0.245,19,-71.25,0,0.04466,0.422077,0.253869,0.48856,6975,true,false,Swift Circuit,9,Electric Pulse,D,locrian minor,Bmin
2024-01-14,2005,0.759,0.783,4,-54.3969,0,0.0608,0.511365,0.09655,6.247461,736,true,true,Swift Circuit,20,Electric Pulse,A,locrian minor,Bmaj
2024-03-17,2003,0.1531,0.931,6,-1.6799,1,0.76093,0.812691,0.379213,8.733928,37,true,false,Swift Circuit,17,Midnight Serenade,B,mixolydian major,B# major
2021-01-18,2006,0.1627,0.89,4,-76.3505,0,0.27632,0.944315,0.373786,3.829091,1788,false,false,Quick Path,17,Moonlit Melodies,A,lydian major,Bmin
2023-10-08,2009,0.0226,0.338,13,-49.6272,0,0.17397,0.081091,0.509912,7.645926,5068,false,false,Swift Circuit,15,Midnight Serenade,D,melodic minor,B minor
2023-02-26,2014,0.2801,0.808,7,-64.949,1,0.21214,0.113336,0.395421,7.596188,9942,true,false,Rapid Runway,7,Moonlit Melodies,C,lydian major,Bmaj
2022-03-08,2020,0.4634,0.48,19,-53.7292,0,0.98397,0.805082,0.66982,6.847103,948,false,true,Quick Path,16,Crystal Waters,D,phrygian minor,Bb minor
2022-08-02,2019,0.0816,0.381,20,-73.5817,0,0.50369,0.590094,0.81576,0.549474,406,false,true,Rapid Runway,15,Golden Horizon,C,melodic minor,B minor
2021-08-19,2014,0.7093,0.248,14,-9.2621,0,0.0112,0.810609,0.724855,4.039606,5403,false,true,Swift Circuit,1,Electric Pulse,B,ionian major,Bmaj
2022-10-07,2020,0.1361,0.28,10,-17.946,0,0.25095,0.132681,0.937204,7.136714,2924,false,true,Quick Path,4,Golden Horizon,B,ionian major,Bm
2021-02-13,2013,0.0063,0.127,19,-60.6892,1,0.08164,0.152907,0.456138,8.732029,6076,false,true,Swift Circuit,6,Starlight Symphony,D,harmonic minor,Bb major
2022-05-09,2011,0.4526,0.021,9,-96.9757,0,0.84642,0.205752,0.048001,2.616839,6251,true,true,Rapid Runway,5,Moonlit Melodies,C,locrian minor,Bmaj
2021-07-24,2003,0.2565,0.059,2,-47.4481,1,0.23855,0.247548,0.225244,4.000929,2606,false,true,Speedy Lane,2,Wildfire Echoes,D,melodic minor,Bb minor
2022-11-21,2020,0.1071,0.664,10,-41.4258,1,0.01838,0.783689,0.840037,6.128653,963,false,false,Quick Path,13,Sunset Dreams,C,melodic minor,Bb major
2022-11-20,2014,0.9193,0.943,14,-26.0715,0,0.83598,0.646947,0.94329,9.767004,5315,false,false,Fast Track,13,Midnight Serenade,A,mixolydian major,B major
2024-02-20,2007,0.2411,0.882,3,-20.4108,0,0.59026,0.352731,0.839059,0.69877,6158,true,false,Quick Path,5,Neon Nights,A,ionian major,Bmaj
2023-07-29,2008,0.9782,0.282,3,-72.1852,1,0.12998,0.992807,0.11094,2.420457,2992,false,false,Quick Path,15,Electric Pulse,C,harmonic minor,Bb minor
2022-10-13,2010,0.8763,0.541,1,-62.7983,0,0.49276,0.58739,0.126258,9.219851,9852,true,true,Fast Track,5,Electric Pulse,C,phrygian minor,B minor
2023-12-09,2020,0.1601,0.254,6,-41.2267,1,0.28638,0.679361,0.674034,9.291477,5693,true,false,Fast Track,8,Golden Horizon,A,aeolian minor,Bmaj
2021-02-23,2015,0.7203,0.661,5,-61.5299,1,0.00502,0.30209,0.337027,4.037408,9651,false,false,Swift Circuit,8,Sunset Dreams,B,dorian minor,B# major
2021-04-26,2004,0.3733,0.693,18,-80.8205,0,0.20301,0.533885,0.658633,5.176843,4587,false,true,Fast Track,16,Crystal Waters,D,pentatonic major,Bmaj7
2022-11-05,2008,0.2924,0.336,13,-28.9187,0,0.03143,0.390479,0.75689,0.892829,1368,true,false,Swift Circuit,2,Sunset Dreams,A,locrian minor,B# major
2023-05-08,2011,0.8045,0.011,15,-65.3798,0,0.23292,0.796475,0.961097,1.079932,6630,true,false,Swift Circuit,18,Starlight Symphony,D,phrygian minor,Bmaj
2024-02-21,2021,0.3609,0.547,19,-87.4104,1,0.81846,0.375879,0.274587,1.394596,5528,false,true,Fast Track,19,Midnight Serenade,A,locrian minor,Bm
2021-06-02,2009,0.556,0.717,1,-99.4551,0,0.38212,0.992677,0.307011,3.026556,2682,false,false,Fast Track,2,Crystal Waters,D,mixolydian major,B minor
2021-02-03,2007,0.2841,0.206,13,-17.0293,1,0.15033,0.591496,0.955303,0.032082,4295,false,true,Quick Path,19,Wildfire Echoes,C,mixolydian major,Bmaj
2023-12-08,2020,0.8239,0.2,11,-3.5148,0,0.24543,0.3181,0.236745,5.848215,4483,true,false,Fast Track,19,Velvet Twilight,A,lydian major,Bmin
2022-03-05,2020,0.3416,0.964,2,-50.5334,0,0.01303,0.383065,0.787781,3.690658,6488,true,false,Swift Circuit,9,Starlight Symphony,B,harmonic minor,Bb major
2024-03-01,2011,0.5661,0.012,1,-8.1891,1,0.48702,0.957397,0.534263,3.768448,819,false,false,Swift Circuit,11,Midnight Serenade,B,melodic minor,Bmin
2021-08-22,2007,0.7506,0.379,16,-47.4059,1,0.38943,0.746375,0.658874,4.588409,5875,false,true,Fast Track,17,Neon Nights,B,pentatonic major,Bb minor
2020-12-30,2013,0.4564,0.361,9,-78.0879,1,0.99914,0.039411,0.894909,4.780829,1448,true,true,Quick Path,10,Wildfire Echoes,C,ionian major,Bmaj7
2022-05-10,2008,0.742,0.472,9,-77.875,1,0.73672,0.353173,0.414666,8.445614,6944,true,true,Speedy Lane,11,Electric Pulse,A,locrian minor,B# major
2024-03-04,2011,0.5373,0.864,4,-31.4115,0,0.46373,0.379039,0.423242,6.887063,3735,true,false,Speedy Lane,8,Velvet Twilight,A,harmonic minor,Bb major
2024-04-05,2015,0.7445,0.867,17,-26.1804,1,0.89634,0.983293,0.344532,1.852488,298,false,true,Quick Path,7,Midnight Serenade,D,phrygian minor,Bb minor
2022-01-07,2011,0.8158,0.486,14,-31.7869,1,0.82328,0.036635,0.028302,8.923252,2353,false,true,Fast Track,11,Midnight Serenade,B,lydian major,Bm
2022-05-04,2013,0.0772,0.891,10,-27.7772,1,0.19008,0.100868,0.697273,3.723657,9662,false,false,Speedy Lane,1,Wildfire Echoes,D,lydian major,Bmaj
2023-09-25,2011,0.8288,0.131,7,-67.5938,1,0.40721,0.117494,0.756393,5.063929,8142,true,false,Fast Track,11,Wildfire Echoes,D,dorian minor,B minor
2021-04-24,2020,0.8228,0.322,10,-93.5996,1,0.28753,0.123358,0.831036,8.368001,8042,false,true,Speedy Lane,15,Starlight Symphony,C,harmonic minor,B# minor
2021-12-26,2014,0.0595,0.661,13,-17.4374,0,0.25156,0.97113,0.791457,1.999625,5913,false,true,Fast Track,14,Wildfire Echoes,D,pentatonic major,Bmin
2023-04-05,2011,0.3037,0.378,11,-7.6892,0,0.96749,0.945063,0.685633,7.443726,239,false,true,Rapid Runway,15,Starlight Symphony,A,mixolydian major,Bmin
2023-05-06,2013,0.7896,0.962,2,-91.7808,0,0.94839,0.588677,0.476097,3.197954,351,true,false,Speedy Lane,15,Neon Nights,C,harmonic minor,B major
2022-10-04,2004,0.4049,0.272,12,-5.7203,0,0.26937,0.807027,0.079549,2.804562,6971,true,false,Quick Path,7,Starlight Symphony,C,lydian major,B major
2020-12-06,2015,0.9924,0.421,15,-86.802,0,0.59271,0.497569,0.873313,3.259807,672,false,false,Rapid Runway,20,Golden Horizon,B,pentatonic major,B minor
2022-05-05,2009,0.2495,0.936,6,-45.1591,0,0.5227,0.870597,0.689756,6.033841,5668,false,true,Quick Path,13,Golden Horizon,A,harmonic minor,Bmin
2022-06-20,2006,0.2957,0.021,5,-18.4261,0,0.33963,0.34659,0.655789,0.824437,6264,true,true,Swift Circuit,5,Wildfire Echoes,C,melodic minor,Bm
2024-04-10,2017,0.7572,0.024,4,-90.133,0,0.43427,0.439173,0.03346,0.52535,4661,true,false,Quick Path,13,Moonlit Melodies,C,pentatonic major,Bb major
2024-01-01,2010,0.3306,0.252,9,-41.4032,1,0.66158,0.091669,0.791034,6.022496,4755,false,false,Speedy Lane,7,Velvet Twilight,C,dorian minor,B major
2023-01-31,2016,0.5419,0.714,6,-52.6279,0,0.29931,0.727416,0.534594,2.601385,6384,true,false,Quick Path,6,Golden Horizon,B,locrian minor,B major
2021-07-22,2017,0.7377,0.872,1,-41.7378,1,0.34047,0.107681,0.953231,1.248546,3647,false,false,Rapid Runway,17,Moonlit Melodies,B,locrian minor,Bb major
2022-06-17,2016,0.4556,0.175,15,-19.0463,0,0.88958,0.025016,0.008228,0.72318,6955,false,false,Swift Circuit,6,Wildfire Echoes,A,harmonic minor,B major
2022-11-10,2008,0.7454,0.911,20,-81.9855,1,0.82009,0.897405,0.969159,3.618494,2133,false,true,Swift Circuit,5,Midnight Serenade,B,locrian minor,Bmaj
2023-05-22,2014,0.7675,0.44,7,-94.6108,0,0.74755,0.483662,0.098629,1.970165,9368,true,false,Quick Path,2,Moonlit Melodies,A,dorian minor,B major
2022-08-30,2014,0.2393,0.256,16,-46.1188,1,0.70461,0.151556,0.511053,6.485298,7304,true,true,Speedy Lane,14,Midnight Serenade,C,pentatonic major,Bb minor
2021-11-09,2015,0.7752,0.486,4,-87.4238,1,0.65655,0.177266,0.131328,4.008429,315,true,true,Fast Track,20,Crystal Waters,D,mixolydian major,B# major
2022-06-08,2017,0.5477,0.221,1,-5.9051,1,0.81971,0.266066,0.449507,5.47936,5044,false,true,Quick Path,3,Midnight Serenade,D,phrygian minor,B# major
2021-03-19,2020,0.5367,0.24,17,-71.7008,0,0.96375,0.837472,0.968857,2.175498,5742,true,true,Speedy Lane,7,Velvet Twilight,C,aeolian minor,Bb minor
2023-03-05,2013,0.9689,0.09,4,-24.0968,1,0.02771,0.409471,0.226263,1.552982,6220,false,false,Quick Path,20,Neon Nights,D,locrian minor,B# minor
2021-05-15,2018,0.9999,0.883,19,-71.5709,1,0.5457,0.0077,0.904278,2.563932,907,true,true,Speedy Lane,14,Moonlit Melodies,D,pentatonic major,Bm
2023-03-05,2016,0.3256,0.853,10,-92.7363,1,0.83674,0.48001,0.798128,9.623243,9660,false,true,Swift Circuit,13,Starlight Symphony,A,mixolydian major,Bb major
2021-09-19,0,0.5263,0.483,17,-55.2024,1,0.92507,0.29081,0.488617,1.471207,8921,false,true,Speedy Lane,11,Golden Horizon,B,dorian minor,B major
2023-12-26,2015,0.072,0.04,1,-89.207,0,0.53052,0.418152,0.327179,2.994649,8378,false,false,Quick Path,4,Crystal Waters,D,phrygian minor,Bb major
2021-04-12,0,0.1354,0.008,1,-91.4588,0,0.87169,0.133008,0.940326,8.096629,6357,true,false,Speedy Lane,18,Sunset Dreams,B,aeolian minor,Bmaj7
2021-10-03,2012,0.4441,0.743,5,-88.3065,0,0.55495,0.975206,0.070845,8.819147,7999,true,false,Quick Path,17,Crystal Waters,D,locrian minor,Bmaj
2021-07-01,2019,0.6971,0.521,10,-84.7306,0,0.46331,0.284991,0.142338,5.261548,6691,false,true,Fast Track,18,Crystal Waters,B,lydian major,B# minor
2021-03-26,1999,0.179,0.45,7,-91.9215,0,0.07552,0.709276,0.018353,1.270388,4856,true,false,Fast Track,5,Sunset Dreams,C,melodic minor,Bmaj
2021-04-03,2015,0.4971,0.477,17,-72.0952,1,0.01494,0.178189,0.23404,1.576098,9768,true,false,Swift Circuit,14,Midnight Serenade,C,ionian major,B major
2022-02-01,2017,0.7958,0.019,6,-90.5323,0,0.71921,0.748089,0.919765,8.599878,2047,true,false,Quick Path,19,Sunset Dreams,B,harmonic minor,Bmaj
2022-02-26,2019,0.9189,0.604,10,-92.5554,0,0.18728,0.725138,0.981774,5.228366,3104,false,false,Fast Track,16,Electric Pulse,D,melodic minor,Bm
2022-07-17,2011,0.4991,0.024,11,-27.7245,0,0.00933,0.403105,0.524564,3.944436,6780,true,false,Rapid Runway,4,Golden Horizon,D,melodic minor,Bb minor
2024-01-20,2020,0.6737,0.845,9,-48.3846,1,0.74322,0.104616,0.145511,8.02698,5138,false,false,Speedy Lane,13,Electric Pulse,D,dorian minor,B major
2022-12-04,2009,0.2507,0.17,12,-36.92,1,0.6226,0.168655,0.705071,9.852403,8450,false,false,Quick Path,10,Golden Horizon,D,locrian minor,Bm
2022-11-06,2012,0.7204,0.208,16,-91.5687,0,0.12498,0.237052,0.643604,7.003469,1639,true,true,Fast Track,9,Golden Horizon,D,phrygian minor,Bb minor
2023-06-25,2013,0.4245,0.349,12,-98.6774,1,0.7207,0.162094,0.669501,3.473289,893,false,false,Quick Path,20,Neon Nights,A,lydian major,Bm
2022-11-19,2013,0.1166,0.058,3,-98.8166,1,0.48944,0.620454,0.752194,6.626975,8446,true,true,Fast Track,10,Crystal Waters,C,phrygian minor,B# major
2023-06-25,2019,0.069,0.196,10,-43.194,0,0.7643,0.872219,0.534215,1.464747,8831,false,false,Swift Circuit,11,Velvet Twilight,D,harmonic minor,Bm
2022-05-16,2014,0.0975,0.276,18,-10.713,1,0.34706,0.500951,0.067572,9.905947,7020,false,true,Quick Path,18,Neon Nights,D,harmonic minor,Bb major
2020-12-19,2014,0.2931,0.611,17,-32.815,0,0.23491,0.593209,0.885882,5.089888,1172,true,true,Swift Circuit,8,Moonlit Melodies,D,lydian major,Bb major
2021-08-25,2014,0.7583,0.74,12,-69.063,1,0.38345,0.107014,0.390891,1.800931,9110,false,true,Speedy Lane,17,Neon Nights,D,pentatonic major,Bb minor
2021-05-20,2002,0.3757,0.293,8,-97.4513,0,0.19965,0.056803,0.279785,5.875153,8476,false,false,Rapid Runway,19,Neon Nights,A,melodic minor,Bmin
2021-11-18,2007,0.9138,0.784,9,-44.4183,0,0.43591,0.043423,0.969386,0.848003,4469,true,false,Swift Circuit,5,Midnight Serenade,A,harmonic minor,Bm
2022-04-12,2013,0.4831,0.137,3,-93.1445,0,0.89558,0.948294,0.791218,3.317135,1717,false,true,Speedy Lane,11,Golden Horizon,A,pentatonic major,Bb minor
2021-04-10,2018,0.1019,0.812,2,-2.5779,0,0.18293,0.771234,0.574221,2.032778,792,true,false,Swift Circuit,14,Wildfire Echoes,B,dorian minor,Bb major
2023-07-10,2008,0.4668,0.892,17,-75.5489,0,0.81539,0.367475,0.495225,6.727762,3691,false,true,Swift Circuit,17,Midnight Serenade,C,mixolydian major,Bb major
2023-06-07,2019,0.191,0.61,11,-44.8943,0,0.33371,0.722405,0.683237,0.775991,1253,false,false,Rapid Runway,8,Velvet Twilight,D,pentatonic major,Bb major
2022-04-28,2011,0.96,0.033,10,-92.8212,1,0.16422,0.631331,0.143434,9.156365,5448,true,true,Speedy Lane,11,Crystal Waters,A,phrygian minor,Bmaj7
2021-05-17,2019,0.7833,0.55,1,-63.5657,0,0.21315,0.872523,0.249538,5.965993,9658,true,false,Quick Path,9,Sunset Dreams,B,locrian minor,B minor
2022-10-14,2020,0.5365,0.537,16,-66.7093,1,0.57991,0.29128,0.593227,1.158628,5207,false,false,Speedy Lane,12,Electric Pulse,C,phrygian minor,Bb major
2023-12-04,0,0.4564,0.649,3,-27.86,1,0.62763,0.99069,0.424607,4.312438,1430,false,true,Swift Circuit,11,Wildfire Echoes,A,harmonic minor,Bmaj7
2022-11-14,2015,0.4702,0.99,12,-23.4444,1,0.72535,0.908056,0.519741,8.42415,6957,true,true,Rapid Runway,10,Crystal Waters,D,phrygian minor,B minor
2022-06-12,2000,0.4625,0.011,13,-14.7589,1,0.2651,0.790473,0.640581,4.712799,684,false,false,Rapid Runway,13,Moonlit Melodies,C,harmonic minor,Bmin
2023-04-01,2010,0.0116,0.203,7,-45.6451,0,0.30942,0.989463,0.601074,7.316749,2494,true,true,Speedy Lane,6,Golden Horizon,D,aeolian minor,Bb minor
2023-02-19,2003,0.0243,0.462,10,-66.9306,1,0.24293,0.057463,0.615617,4.306405,9146,true,true,Rapid Runway,8,Sunset Dreams,D,harmonic minor,Bb major
2021-02-01,2013,0.2096,0.186,3,-1.5916,0,0.00762,0.445124,0.946892,2.160148,2886,true,false,Swift Circuit,5,Electric Pulse,D,dorian minor,B# minor
2023-09-19,2014,0.1933,0.579,8,-71.6593,0,0.25157,0.153493,0.594762,8.041621,8260,false,true,Swift Circuit,17,Moonlit Melodies,D,ionian major,B# major
